domainID,thirdParty,hipaaCompliant,usBased,FullName,Email,DOB,DeviceID,Gender,Phone,IPAddress,Fingerprint,Location,MedicalInfo
clevertap-prod.com,1,1,1,set(),set(),set(),set(),set(),set(),set(),set(),{'com.practo.fabric'},set()
sentry.io,1,1,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
hellodoctor.com.mx,0,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
run.app,1,0,1,{'com.hellodoctor.hellodoctor'},{'com.hellodoctor.hellodoctor'},set(),set(),set(),{'com.hellodoctor.hellodoctor'},set(),set(),set(),set()
stripe.com,1,0,1,"{'com.talkspace.talkspaceapp', 'com.hellodoctor.hellodoctor', 'myclinic.ie'}","{'com.hellodoctor.hellodoctor', 'net.airmedic.olive'}",set(),set(),"{'com.talkspace.talkspaceapp', 'myclinic.ie'}",{'com.hellodoctor.hellodoctor'},set(),set(),"{'com.talkspace.talkspaceapp', 'com.goodrx', 'myclinic.ie'}",set()
hellodox.com,0,0,0,{'com.hellodox.patient'},{'com.hellodox.patient'},{'com.hellodox.patient'},set(),{'com.hellodox.patient'},{'com.hellodox.patient'},set(),set(),set(),set()
firebaseio.com,1,0,1,"{'org.hospitalin', 'com.hellodox.patient'}","{'com.remente.app', 'org.hospitalin'}",set(),set(),{'com.remente.app'},set(),set(),set(),set(),set()
amazonaws.com,1,1,1,"{'com.docin60.android', 'com.ozoqo.ringadoctor.providers'}","{'com.docin60.android', 'com.ozoqo.ringadoctor.providers', 'com.tendapp'}",{'com.mediquo.main'},set(),{'com.medbeyond.usa'},set(),set(),set(),"{'com.onemedical.android', 'com.whatsdoc.app'}",set()
quickblox.com,1,1,1,{'com.hellodox.patient'},set(),set(),set(),set(),set(),set(),set(),set(),set()
payumoney.com,1,0,0,"{'com.docbox.patient', 'com.hellodox.patient'}",set(),set(),set(),set(),"{'com.docbox.patient', 'com.hellodox.patient'}",set(),set(),set(),set()
clevertap.com,1,1,1,{'com.hellodox.patient'},{'com.hellodox.patient'},set(),set(),set(),{'com.docbox.patient'},set(),set(),set(),set()
heal.com,0,1,1,{'com.getheal.patient'},{'com.getheal.patient'},set(),set(),set(),set(),set(),set(),{'com.getheal.patient'},set()
appsflyer.com,1,1,1,set(),set(),set(),"{'cribmd.com.CribMD', 'com.dawaai.app', 'com.practo.fabric', 'com.bcbsm.mmaprod', 'com.patient.myhealthathand', 'com.she.sehatq'}",set(),set(),set(),set(),{'com.patient.myhealthathand'},set()
segment.io,1,1,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
appspot.com,1,0,1,{'com.wayuhealth.patient'},{'com.wayuhealth.patient'},{'com.wayuhealth.patient'},set(),{'com.wayuhealth.patient'},{'com.wayuhealth.patient'},set(),set(),set(),set()
wayumd.com,0,0,1,set(),set(),set(),set(),set(),set(),set(),set(),{'com.wayuhealth.patient'},set()
razorpay.com,1,0,1,"{'com.quikdr.app', 'com.infikeytechnologies.claveto', 'com.doktors', 'com.medintu.MedintuIN', 'com.omega_r.healthcare', 'com.healthcoco.android', 'in.docco360.patient'}","{'com.infikeytechnologies.claveto', 'com.quikdr.app', 'com.doktors', 'com.medintu.MedintuIN', 'in.docco360.patient'}",set(),set(),set(),"{'com.quikdr.app', 'com.infikeytechnologies.claveto', 'com.doktors', 'com.medintu.MedintuIN', 'com.neevlabs.connect2mydoctorpatientshalby', 'com.omega_r.healthcare', 'com.healthcoco.android', 'in.docco360.patient'}",set(),set(),set(),set()
appsflyersdk.com,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
teladoc.com,0,1,1,"{'com.teladoc.members', 'com.advancemedical.axaassistance'}","{'com.teladoc.members', 'com.advancemedical.axaassistance'}",set(),set(),"{'com.teladoc.members', 'com.advancemedical.axaassistance'}",set(),set(),set(),"{'com.teladoc.members', 'com.advancemedical.axaassistance'}",set()
newrelic.com,1,1,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
mixpanel.com,1,1,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
appcenter.ms,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
uxcam.com,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
antidotehealth.ai,1,0,1,{'com.medbeyond.usa'},{'com.medbeyond.usa'},{'com.medbeyond.usa'},set(),{'com.medbeyond.usa'},set(),set(),set(),{'com.medbeyond.usa'},set()
google.com,1,1,1,"{'com.ozoqo.ringadoctor.providers', 'com.apollo.android'}","{'com.ozoqo.ringadoctor.providers', 'com.apollo.android'}",set(),{'com.apollo.android'},{'com.apollo.android'},set(),set(),set(),set(),set()
gvt1.com,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
lr-in.com,1,0,1,set(),set(),set(),set(),{'com.medbeyond.usa'},set(),set(),set(),set(),set()
gstatic.com,1,0,1,set(),set(),set(),set(),{'com.apollo.android'},set(),set(),set(),set(),set()
appboy.com,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),"{'org.marshfieldclinic.android.mchs.caremyway', 'org.nalc.android.hbp.telehealth', 'com.bcbssc.android.careondemand', 'com.americanwell.android.member.hmsa', 'com.bcbsm.android.bcmi.onlinevisit', 'org.leehealth.android.lmhs.telehealth'}",set()
mobileapptracking.com,1,0,1,set(),set(),set(),"{'com.ntst.android.netsmart.telehealth', 'org.nalc.android.hbp.telehealth', 'com.americanwell.android.member.amwell', 'com.bcbssc.android.careondemand', 'com.bcbsm.android.bcmi.onlinevisit', 'org.leehealth.android.lmhs.telehealth'}",set(),set(),set(),set(),set(),set()
optimizely.com,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
nalchbptelehealth.org,0,1,1,{'org.nalc.android.hbp.telehealth'},{'org.nalc.android.hbp.telehealth'},{'org.nalc.android.hbp.telehealth'},set(),{'org.nalc.android.hbp.telehealth'},set(),set(),set(),{'org.nalc.android.hbp.telehealth'},set()
globalcareondemand.com,1,0,0,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
amos-am.com,0,0,0,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
ntp.org,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
steersnet.org.uk,0,0,0,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
speedoc.com,0,0,0,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
browser-intake-datadoghq.com,1,1,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
dns.google,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
firebaseapp.com,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
curetap.in,0,0,0,{'in.curetap.bookappointment.doctor'},{'in.curetap.bookappointment.doctor'},{'in.curetap.bookappointment.doctor'},set(),set(),{'in.curetap.bookappointment.doctor'},set(),set(),set(),set()
skymd.com,0,1,1,{'com.skymd.online_doctor_consultation'},{'com.skymd.online_doctor_consultation'},set(),set(),set(),set(),set(),set(),{'com.skymd.online_doctor_consultation'},set()
cloudfront.net,1,1,1,set(),set(),set(),set(),{'com.asterdmhealthcare.astereconsult'},set(),set(),set(),set(),set()
doubleclick.net,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
nr-data.net,1,1,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
whatsdoc.com,0,0,1,{'com.whatsdoc.app'},{'com.whatsdoc.app'},set(),set(),set(),set(),set(),set(),set(),set()
goodrx.com,0,1,1,{'com.goodrx'},{'com.goodrx'},set(),set(),{'com.goodrx'},set(),set(),set(),{'com.goodrx'},set()
grxstatic.com,0,1,1,set(),set(),set(),set(),{'com.goodrx'},set(),set(),set(),{'com.goodrx'},set()
osano.com,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
speedcurve.com,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
datadoghq-browser-agent.com,1,1,0,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
googletagmanager.com,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),{'com.carbonhealth.patient.prod'},set()
rlcdn.com,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
qualaroo.com,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
medtargetsystem.com,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
lhmos.com,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
adnxs.com,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
heydoctor.com,0,1,1,{'com.goodrx'},{'com.goodrx'},{'com.goodrx'},set(),{'com.goodrx'},{'com.goodrx'},set(),set(),{'com.goodrx'},set()
ctfassets.net,1,0,0,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
quora.com,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),{'online.doctor.talk'},set()
bing.com,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
intercom.com,1,1,1,"{'com.medifi.patients.production', 'sg.hidoc.visit'}","{'com.medifi.patients.production', 'sg.hidoc.visit', 'net.airmedic.olive'}",set(),set(),set(),{'sg.hidoc.visit'},set(),set(),set(),set()
intercom.io,1,1,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
intercomcdn.com,1,1,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
intercomassets.com,1,1,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
hidoc.sg,0,0,0,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
moatads.com,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
addthis.com,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
googleadservices.com,1,0,1,set(),set(),set(),{'com.doctorondemand.android.patient'},set(),set(),set(),set(),set(),set()
freegeoip.live,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
facebook.net,1,0,1,set(),set(),set(),set(),"{'com.carbonhealth.patient.prod', 'sg.hidoc.visit', 'com.mdlive.mobile', 'com.advancemedical.onlinemedic', 'com.medifi.patients.production', 'com.healthmug', 'online.doctor.talk'}",set(),set(),set(),set(),set()
evisit.com,0,1,1,"{'com.evisit.app.injurycareconnect', 'com.evisit.app.cmg', 'com.evisit.app.cavatelemedicine'}","{'com.evisit.app.injurycareconnect', 'com.evisit.app.iaostelemedicine', 'com.evisit.app.cavatelemedicine', 'com.evisit.app.cmg'}","{'com.evisit.app.injurycareconnect', 'com.evisit.app.cmg', 'com.evisit.app.cavatelemedicine'}",set(),"{'com.evisit.app.injurycareconnect', 'com.evisit.app.iaostelemedicine', 'com.evisit.app.cavatelemedicine', 'com.evisit.app.cmg'}",set(),set(),set(),"{'com.evisit.app.injurycareconnect', 'com.evisit.app.cmg', 'com.evisit.app.cavatelemedicine'}",set()
windows.net,1,0,0,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
segment.com,1,1,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
airbrake.io,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
pusher.com,1,1,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
braze.com,1,1,1,set(),{'com.pacificalabs.pacifica'},set(),set(),set(),set(),set(),set(),set(),set()
talkspace.com,0,1,1,{'com.talkspace.talkspaceapp'},{'com.talkspace.talkspaceapp'},{'com.talkspace.talkspaceapp'},set(),{'com.talkspace.talkspaceapp'},set(),set(),set(),{'com.talkspace.talkspaceapp'},set()
cloudflare.com,1,1,1,{'com.talkspace.talkspaceapp'},set(),set(),set(),"{'com.talkspace.talkspaceapp', 'com.docbox.patient'}",set(),set(),set(),{'com.talkspace.talkspaceapp'},set()
licdn.com,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
onelink.me,1,1,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
tvsquared.com,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
jsdelivr.net,1,0,0,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
linkedin.com,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
stripe.network,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
fontawesome.com,1,0,1,set(),set(),set(),set(),"{'com.talkspace.talkspaceapp', 'com.mend.android.telemedicine', 'com.mosaicwellness.manmatters'}",set(),set(),set(),set(),set()
adjust.com,1,0,0,set(),set(),set(),"{'com.medici', 'com.sehatkahani.app', 'com.ada.app'}",set(),set(),set(),set(),set(),set()
med.ci,1,0,1,{'com.medici'},{'com.medici'},{'com.medici'},set(),set(),set(),set(),set(),{'com.medici'},set()
manmatters.com,0,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
bootstrapcdn.com,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
askadoctor.help,0,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
justanswer.com,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
impactradius-event.com,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
ad.gt,1,0,0,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
bringmethehats.com,1,0,0,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
pubmatic.com,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
taboola.com,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
adsrvr.org,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
mathtag.com,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
smartadserver.com,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
1rx.io,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
clarity.ms,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
unrulymedia.com,1,0,0,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
9pctbx.net,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
yimg.com,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
mczbf.com,1,0,0,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
sjwoe.com,1,0,0,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
contextweb.com,1,1,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
bidr.io,1,0,0,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
exp.host,0,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
mypocket.doctor,0,0,1,set(),{'com.maginnovate.mypocketdoctor'},set(),set(),set(),set(),set(),set(),set(),set()
startlivehealthonline.com,0,1,1,{'com.americanwell.android.member.wellpoint'},{'com.americanwell.android.member.wellpoint'},{'com.americanwell.android.member.wellpoint'},set(),{'com.americanwell.android.member.wellpoint'},set(),set(),set(),{'com.americanwell.android.member.wellpoint'},set()
pusherapp.com,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
practo.com,0,0,1,set(),set(),set(),set(),set(),{'com.practo.fabric'},set(),set(),{'com.practo.fabric'},set()
juspay.in,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
practostatic.com,0,0,1,set(),set(),set(),set(),{'com.practo.fabric'},set(),set(),set(),set(),set()
amaderdoctor.com,0,0,1,{'com.amader.onlinedoctor'},set(),set(),set(),set(),set(),set(),set(),set(),set()
azurewebsites.net,1,1,1,"{'com.cloudclinic', 'com.summithealth.mobile', 'com.xevensolution.alphacare'}","{'com.summithealth.mobile', 'com.xevensolution.alphacare'}","{'com.summithealth.mobile', 'com.xevensolution.alphacare'}",set(),"{'com.cloudclinic', 'com.summithealth.mobile'}",{'com.xevensolution.alphacare'},set(),set(),set(),set()
stamped.io,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
cloudinary.com,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
githubusercontent.com,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
98point6.com,0,1,1,set(),set(),set(),{'com.ninety8point6.patientapp'},set(),{'com.ninety8point6.patientapp'},set(),set(),set(),set()
launchdarkly.com,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
xfinity.com,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
onesignal.com,1,0,1,set(),set(),set(),{'online.doctor.talk'},set(),{'com.secondconsult'},set(),set(),set(),set()
scora.me,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
ayetstudios.com,1,0,0,set(),set(),set(),{'online.doctor.talk'},set(),set(),set(),set(),set(),set()
llamandoaldoctor.com,0,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
adapty.io,1,0,1,set(),set(),set(),{'com.remente.app'},set(),set(),set(),set(),set(),set()
googleusercontent.com,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
bcbsmonlinevisits.com,0,1,1,{'com.bcbsm.android.bcmi.onlinevisit'},{'com.bcbsm.android.bcmi.onlinevisit'},{'com.bcbsm.android.bcmi.onlinevisit'},set(),{'com.bcbsm.android.bcmi.onlinevisit'},{'com.bcbsm.android.bcmi.onlinevisit'},set(),set(),{'com.bcbsm.android.bcmi.onlinevisit'},set()
zendesk.com,1,1,1,set(),{'to.being.now'},set(),set(),set(),set(),set(),set(),set(),set()
batch.com,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
moengage.com,1,1,1,{'com.innocirc.vcpatient'},"{'com.innocirc.vcpatient', 'to.being.now'}",set(),{'com.dawaai.app'},{'com.innocirc.vcpatient'},{'com.innocirc.vcpatient'},set(),set(),{'com.innocirc.vcpatient'},set()
cloudfunctions.net,1,1,1,set(),{'to.being.now'},set(),set(),set(),set(),set(),set(),set(),set()
gohealthuc.com,0,1,1,{'com.gohealthuc.goh'},{'com.gohealthuc.goh'},{'com.gohealthuc.goh'},set(),{'com.gohealthuc.goh'},set(),set(),set(),{'com.gohealthuc.goh'},set()
betterhelp.com,0,0,1,set(),set(),set(),set(),"{'com.betterhelp', 'com.teencounseling'}",set(),set(),set(),"{'com.betterhelp', 'com.teencounseling'}",set()
cookiepro.com,1,0,0,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
onetrust.com,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),"{'com.betterhelp', 'com.teencounseling'}",set()
faithfulcounseling.com,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
pridecounseling.com,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
teencounseling.com,0,0,1,{'com.teencounseling'},{'com.teencounseling'},set(),set(),{'com.teencounseling'},set(),set(),set(),{'com.teencounseling'},set()
mytherapist.com,0,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
regain.us,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
betterhelporg.com,0,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
trackjs.com,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
icounseling.com,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
terappeuta.com,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
mytherapyassistant.com,0,0,1,{'com.mytherapyassistant'},{'com.mytherapyassistant'},set(),set(),set(),set(),set(),set(),set(),set()
amplitude.com,1,0,1,{'com.quikdr.app'},set(),set(),"{'com.medifi.patients.production', 'com.quikdr.app', 'com.mytherapyassistant', 'com.healthtap.userhtexpress'}",set(),{'com.quikdr.app'},set(),set(),set(),set()
marketingcloudapis.com,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
bcbsm.com,0,1,1,set(),set(),set(),set(),set(),set(),set(),set(),{'com.bcbsm.mmaprod'},set()
foresee.com,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
adobedtm.com,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),{'org.ghc.android'},set()
demdex.net,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
omtrdc.net,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),{'org.ghc.android'},set()
everesttech.net,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
cura.com,0,1,1,{'com.cura.cura'},{'com.cura.cura'},set(),set(),set(),set(),set(),set(),set(),set()
pubnub.com,1,1,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
amwell.com,0,1,1,{'com.americanwell.android.member.amwell'},{'com.americanwell.android.member.amwell'},{'com.americanwell.android.member.amwell'},set(),{'com.americanwell.android.member.amwell'},set(),set(),set(),{'com.americanwell.android.member.amwell'},set()
trainerize.com,0,0,1,set(),{'com.trainerize.remainruthless'},set(),set(),set(),set(),set(),set(),set(),set()
fbcdn.net,1,0,1,set(),set(),set(),set(),{'com.apollo.android'},set(),set(),set(),{'com.apollo.android'},set()
leetelehealth.org,0,1,1,{'org.leehealth.android.lmhs.telehealth'},{'org.leehealth.android.lmhs.telehealth'},{'org.leehealth.android.lmhs.telehealth'},set(),{'org.leehealth.android.lmhs.telehealth'},set(),set(),set(),{'org.leehealth.android.lmhs.telehealth'},set()
ads-twitter.com,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
twitter.com,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
t.co,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
mappingtag.in,0,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
da-care.com,0,0,1,set(),{'com.adept.mybenefits.mobile'},set(),set(),set(),set(),set(),set(),set(),set()
lokalise.co,1,0,0,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
ifeelonline.com,0,0,1,{'com.ifeel.ifeeluserchat'},{'com.ifeel.ifeeluserchat'},set(),set(),{'com.ifeel.ifeeluserchat'},set(),set(),set(),set(),set()
lokalise.com,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
linearicons.com,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
memd.me,0,1,1,{'com.memd.memd'},{'com.memd.memd'},{'com.memd.memd'},set(),set(),{'com.memd.memd'},set(),set(),{'com.memd.memd'},set()
mediquo.com,0,0,0,{'com.mediquo.main'},{'com.mediquo.main'},{'com.mediquo.main'},set(),set(),set(),set(),set(),{'com.mediquo.main'},set()
docbox.asia,0,0,1,{'com.docbox.patient'},set(),set(),set(),set(),{'com.docbox.patient'},set(),set(),set(),set()
sharethis.com,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
crwdcntrl.net,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
recurly.com,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
sanvello.com,0,1,1,{'com.pacificalabs.pacifica'},{'com.pacificalabs.pacifica'},set(),set(),{'com.pacificalabs.pacifica'},set(),set(),set(),set(),set()
braze-images.com,1,1,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
localizejs.com,1,1,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
localizecdn.com,1,1,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
signanthealth.com,0,1,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
visualstudio.com,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
chironhealth.com,0,0,1,set(),{'com.envision.patients'},set(),set(),set(),set(),set(),set(),set(),set()
kemu.edu.pk,0,0,0,{'com.kemu.telemedicine.app'},set(),set(),set(),{'com.kemu.telemedicine.app'},{'com.kemu.telemedicine.app'},set(),set(),set(),set()
fullstory.com,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
aptrinsic.com,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
