AppID,FullName_FirstParty,FullName_ThirdParty,Email_FirstParty,Email_ThirdParty,DOB_FirstParty,DOB_ThirdParty,DeviceID_FirstParty,DeviceID_ThirdParty,Gender_FirstParty,Gender_ThirdParty,Phone_FirstParty,Phone_ThirdParty,IPAddress_FirstParty,IPAddress_ThirdParty,Fingerprint_FirstParty,Fingerprint_ThirdParty,Location_FirstParty,Location_ThirdParty
com.ada.app,{'api.mobile.ada'},set(),{'api.mobile.ada'},set(),set(),set(),set(),set(),set(),set(),set(),set(),set(),set(),set(),set(),{'api.mobile.ada'},set()
com.imedhealthus.imeddoctors,set(),set(),set(),set(),set(),set(),set(),set(),set(),set(),set(),set(),set(),set(),set(),set(),set(),{'crashlyticsreports-pa.googleapis'}
com.askdoctors.com,set(),set(),set(),set(),set(),set(),set(),{'android.apis.google'},set(),set(),set(),{'.smsbox'},set(),set(),set(),set(),set(),set()
com.sanharabs.GraphMyHealth,set(),set(),set(),set(),set(),set(),set(),{'android.apis.google'},set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
com.mds.medanta,{'.medantaeclinic'},set(),set(),set(),{'.medantaeclinic'},set(),set(),{'android.apis.google'},{'.medantaeclinic'},set(),{'.medantaeclinic'},set(),set(),set(),set(),set(),set(),set()
com.dracta,set(),set(),set(),set(),set(),set(),set(),{'android.apis.google'},set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
in.docsmart.app,{'api.docsmart'},set(),set(),set(),set(),set(),set(),{'android.apis.google'},set(),set(),{'api.docsmart'},set(),set(),set(),set(),set(),set(),set()
com.dofody,set(),set(),set(),set(),set(),set(),set(),"{'android.apis.google', 'android.googleapis'}",set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
com.jiyyo.lyfe,set(),set(),set(),set(),set(),set(),set(),{'android.apis.google'},set(),set(),{'securedservices.jiyyo'},set(),set(),set(),set(),set(),set(),set()
thepediatricnetwork.doctorapp,set(),set(),set(),set(),set(),set(),set(),{'android.apis.google'},set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
com.codewin.e_treatment,set(),set(),set(),set(),set(),set(),set(),"{'android.apis.google', 'android.googleapis'}",set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
com.jolpie.app,set(),set(),set(),set(),set(),set(),set(),set(),set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
com.techovative.patientportal,set(),{'seve-29-b2-v4wan-161021-cust459.vm13.cable.virginm'},set(),{'seve-29-b2-v4wan-161021-cust459.vm13.cable.virginm'},set(),{'seve-29-b2-v4wan-161021-cust459.vm13.cable.virginm'},set(),{'android.apis.google'},set(),set(),set(),{'seve-29-b2-v4wan-161021-cust459.vm13.cable.virginm'},set(),set(),set(),set(),set(),set()
com.elihealth.appoints,set(),set(),set(),set(),set(),set(),set(),{'android.apis.google'},set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
com.healthmug,{'www.healthmug'},set(),{'www.healthmug'},set(),set(),set(),set(),{'android.apis.google'},{'www.healthmug'},{'connect.facebook'},{'www.healthmug'},set(),set(),set(),set(),set(),set(),set()
com.gmail.oaasarobotics.kalvedanew,set(),set(),set(),set(),set(),set(),set(),{'android.apis.google'},set(),set(),set(),set(),set(),set(),set(),set(),set(),{'api.amplitude'}
com.smileindia,set(),set(),set(),set(),set(),set(),set(),{'android.apis.google'},set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
com.zyppyshealth,{'doctoriteprod.zyppys'},set(),{'doctoriteprod.zyppys'},set(),set(),set(),set(),{'android.apis.google'},{'doctoriteprod.zyppys'},set(),set(),set(),set(),set(),set(),set(),set(),set()
com.doctordekhao.patient,"{'api.doctordekhao', 'patient.doctordekhao'}",set(),"{'api.doctordekhao', 'patient.doctordekhao'}",set(),set(),set(),set(),{'android.apis.google'},"{'api.doctordekhao', 'patient.doctordekhao'}",set(),"{'api.doctordekhao', 'patient.doctordekhao'}",set(),set(),set(),set(),set(),set(),set()
com.amrdoctor.doctor_call,set(),set(),set(),set(),set(),set(),set(),{'android.apis.google'},set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
com.msl.carewings,set(),set(),set(),set(),set(),set(),set(),{'android.apis.google'},set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
com.app.businessport.docapp,set(),set(),set(),set(),set(),set(),set(),"{'android.apis.google', 'android.googleapis'}",set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
com.mosaicwellness.manmatters,set(),{'android.googleapis'},set(),{'android.googleapis'},set(),set(),set(),{'android.apis.google'},set(),set(),set(),set(),set(),{'api2.branch'},set(),set(),{'in.appcenter'},{'api2.branch'}
com.mdoc.app,set(),set(),set(),set(),set(),set(),set(),{'android.apis.google'},set(),set(),{'app.mdoc'},set(),set(),set(),set(),set(),set(),set()
com.lybrate.phoenix,set(),set(),set(),set(),set(),set(),set(),{'android.apis.google'},set(),set(),{'www.lybrate'},set(),set(),set(),set(),set(),set(),set()
com.mantraideas.hamrodoctor,set(),set(),set(),set(),set(),set(),set(),{'android.apis.google'},set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
ae.mediclinic.app,set(),set(),set(),set(),set(),set(),set(),{'android.apis.google'},set(),set(),set(),set(),set(),set(),set(),set(),set(),{'crashlyticsreports-pa.googleapis'}
com.clinica,set(),set(),set(),set(),set(),set(),set(),set(),set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
quickobook.patientapp,set(),set(),set(),set(),set(),set(),set(),{'android.apis.google'},set(),set(),{'www.quickobook'},set(),set(),set(),set(),set(),set(),set()
com.familydoctor,set(),set(),set(),set(),set(),set(),set(),{'android.apis.google'},set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
se.kry.android,set(),set(),set(),set(),set(),set(),set(),{'android.apis.google'},set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
fr.doctolib.www,{'www.doctolib'},set(),{'www.doctolib'},set(),{'www.doctolib'},set(),set(),set(),{'www.doctolib'},{'use.fontawesome'},set(),set(),set(),set(),set(),set(),set(),{'static.zdassets'}
ph.com.nineonesevenventures.healthnow,set(),set(),set(),set(),set(),set(),set(),{'android.apis.google'},set(),set(),{'api-v1.healthnow'},set(),set(),set(),set(),set(),set(),set()
au.com.hotdoc.android.hotdoc,{'www.hotdoc'},set(),{'www.hotdoc'},set(),set(),set(),set(),{'android.apis.google'},{'www.hotdoc'},set(),{'www.hotdoc'},set(),set(),set(),set(),set(),set(),{'api2.branch'}
com.racdoc.racdocfordoctor,set(),set(),set(),set(),set(),set(),set(),{'android.apis.google'},set(),set(),{'.racdoc'},set(),set(),set(),set(),set(),set(),set()
com.doktorconnect,{'api.doktorconnect'},{'api.segment'},{'api.doktorconnect'},{'api.segment'},{'api.doktorconnect'},set(),set(),{'android.apis.google'},set(),set(),{'api.doktorconnect'},{'api.segment'},set(),set(),set(),set(),set(),set()
org.hospitalin,set(),"{'s-usc1b-nss-2113.firebaseio', 'android.googleapis', 'firestore.googleapis', 'www.googleapis', 'firebasestorage.googleapis'}",set(),"{'s-usc1b-nss-2113.firebaseio', 'android.googleapis', 'firestore.googleapis', 'www.googleapis', 'firebasestorage.googleapis'}",set(),set(),set(),{'android.apis.google'},set(),set(),set(),set(),set(),set(),set(),set(),set(),{'firebaselogging-pa.googleapis'}
com.svtindia.docayushfirebase,set(),set(),set(),set(),set(),set(),set(),{'android.apis.google'},set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
com.doctorai,set(),set(),set(),set(),set(),set(),set(),{'android.apis.google'},set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
com.mobilexion.drtop,set(),set(),set(),set(),set(),set(),set(),{'android.apis.google'},set(),set(),{'.drtop'},set(),set(),set(),set(),set(),set(),set()
in.sanela.mysanela,{'api.sanela'},set(),{'api.sanela'},set(),{'api.sanela'},set(),set(),{'android.apis.google'},set(),set(),{'api.sanela'},set(),set(),set(),set(),set(),set(),set()
com.docon.patientapp,set(),set(),set(),set(),set(),set(),set(),set(),set(),set(),{'.docon'},set(),set(),set(),set(),set(),set(),set()
com.spruce.messenger,set(),{'msg-api.sprucehealth'},set(),{'msg-api.sprucehealth'},set(),set(),set(),set(),set(),set(),set(),{'msg-api.sprucehealth'},set(),{'api2.branch'},set(),set(),set(),{'api2.branch'}
